benchmark_set,structure,schema_version,model,question_id,question,category,operation,question_runs,unique_questions,successes,success_rate,avg_precision,avg_recall,avg_f1,sd_f1,avg_gold_count,avg_generated_count,avg_missing_count,avg_extra_count,errors,avg_total_ms
normal,flat,naive,gpt-4.1-mini,18,Finn aksjeklasser på formen X-aksjer. Ta med aksjeklasse.,text_or_pattern_filter,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0,2062.3333
normal,flat,naive,gpt-4.1-mini,20,"Finn innvalgte politikere fra Fremskrittspartiet eller Framstegspartiet. Ta med navn, fødselsdato, parti og kommune.",text_or_pattern_filter,find,3,1,3,1.0,1.0,1.0,1.0,0.0,4028.0,4028.0,0.0,0.0,0,7989.0
normal,flat,naive,gpt-5-mini,43,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.,aggregate_group_avg,aggregate,3,1,0,0.0,0.9882,0.9882,0.9882,0.0,85.0,85.0,1.0,1.0,0,6661.3333
normal,flat,naive,gpt-5-mini,32,Finn antall selskaper per organisasjonstype.,aggregate_group_count,aggregate,3,1,0,0.0,0.8571,0.8571,0.8571,0.0,7.0,7.0,1.0,1.0,0,4616.0
normal,flat,naive,gpt-5-mini,34,Finn antall aksjonærer per landkode.,aggregate_group_count,aggregate,3,1,0,0.0,0.1059,0.1059,0.1059,0.0,85.0,85.0,76.0,76.0,0,7030.6667
normal,flat,naive,gpt-5-mini,35,Finn antall eierskapsoppføringer per år.,aggregate_group_count,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0,5636.3333
normal,flat,naive,gpt-5-mini,37,Finn totalt antall aksjer eid per person.,aggregate_group_sum,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,76.0,76.0,0,6953.0
normal,flat,naive,gpt-5-mini,38,Finn totalt antall personstemmer og slengere per parti.,aggregate_group_sum,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,185.0,185.0,185.0,185.0,0,5386.6667
normal,flat,naive,gpt-5-mini,22,"Finn politikere med feltene politikerNavn, fødselsdato, parti, kommune og stemmer totalt.",alias_projection,aggregate,3,1,0,0.0,,,,,,,,,3,8204.6667
normal,flat,naive,gpt-5-mini,10,"Finn personlige eierskap fra 2023. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år, eierandel og antall aksjer.",find_projection,find,3,1,0,0.0,0.875,0.875,0.875,0.0,1048.0,1048.0,131.0,131.0,0,7400.0
normal,flat,naive,gpt-5-mini,53,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer.",lookup_join,aggregate,3,1,0,0.0,0.9074,0.9074,0.9074,0.0,108.0,108.0,10.0,10.0,0,15525.0
normal,flat,naive,gpt-5-mini,30,Finn aktive selskaper som har aksjeeierbokoppføringer. Ta med navn og organisasjonsnummer.,quantifier_exists,aggregate,3,1,0,0.0,0.3233,0.3026,0.3126,0.5415,1173.0,366.0,818.0,11.0,0,8721.6667
normal,flat,naive,gpt-5-mini,12,"Finn selskaper etablert mellom 2015 og 2020. Ta med navn, organisasjonsnummer og etableringsdato.",selection_conditions,find,3,1,0,0.0,0.0,0.0,0.0,0.0,1623.0,0.0,1623.0,0.0,0,5899.6667
normal,flat,naive,gpt-5-mini,44,Finn gjennomsnittlig fødselsår per rolletype.,aggregate_group_avg,aggregate,3,1,1,0.3333,0.4074,0.4074,0.4074,0.5251,9.0,9.0,5.3333,5.3333,0,9364.6667
normal,flat,naive,gpt-5-mini,14,"Finn norske aksjonærer i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer, aksjeklasse, landkode, år og antall aksjer.",selection_conditions,find,3,1,1,0.3333,0.3333,0.3333,0.3333,0.5774,463834.0,154611.3333,309222.6667,0.0,0,9869.6667
normal,flat,naive,gpt-5-mini,41,Finn gjennomsnittlig eierandel per selskap.,aggregate_group_avg,aggregate,3,1,2,0.6667,0.6667,0.6667,0.6667,0.5774,126.0,126.0,42.0,42.0,0,5311.3333
normal,flat,naive,gpt-5-mini,45,Finn gjennomsnittlig listeplass per parti.,aggregate_group_avg,aggregate,3,1,2,0.6667,0.9495,0.9495,0.9495,0.0874,185.0,185.0,9.3333,9.3333,0,6006.0
normal,flat,naive,gpt-5-mini,39,Finn totalt antall aksjer og stemmer per selskap i eierskap.,aggregate_group_sum,aggregate,3,1,2,0.6667,0.6667,0.6667,0.6667,0.5774,126.0,126.0,42.0,42.0,0,6658.6667
normal,flat,naive,gpt-5-mini,52,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel.",lookup_join,aggregate,3,1,2,0.6667,0.6681,1.0,0.6694,0.5726,2.0,161.6667,0.0,159.6667,0,19645.3333
normal,flat,naive,gpt-5-mini,54,"Finn selskaper som har politikere med selskapsrolle. Ta med selskapsnavn, organisasjonsnummer og antall politikerroller.",lookup_join,aggregate,3,1,2,0.6667,0.8706,0.9755,0.9123,0.152,68.0,79.6667,1.6667,13.3333,0,15429.6667
normal,flat,naive,gpt-5-mini,18,Finn aksjeklasser på formen X-aksjer. Ta med aksjeklasse.,text_or_pattern_filter,aggregate,3,1,2,0.6667,0.6673,1.0,0.668,0.575,5.0,822.0,0.0,817.0,0,5700.0
normal,flat,naive,gpt-5-mini,42,Finn gjennomsnittlig antall personstemmer per parti.,aggregate_group_avg,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,5278.0
normal,flat,naive,gpt-5-mini,31,Finn antall rolleoppføringer per rolletype.,aggregate_group_count,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,9.0,9.0,0.0,0.0,0,4919.3333
normal,flat,naive,gpt-5-mini,33,Finn antall politikere per parti.,aggregate_group_count,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,5222.0
normal,flat,naive,gpt-5-mini,36,Finn totalt antall aksjer i aksjeeierboken per selskap for 2023.,aggregate_group_sum,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,879.0,879.0,0.0,0.0,0,5937.3333
normal,flat,naive,gpt-5-mini,40,Finn totalt antall aksjer per aksjeklasse.,aggregate_group_sum,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,30.0,30.0,0.0,0.0,0,5003.6667
normal,flat,naive,gpt-5-mini,46,"Finn selskaper med flere enn 10 registrerte rolleoppføringer. Ta med navn, organisasjonsnummer og antall roller.",aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,24.0,24.0,0.0,0.0,0,7986.3333
normal,flat,naive,gpt-5-mini,47,Finn partier med flere enn 5 innvalgte politikere. Ta med parti og antall innvalgte.,aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,49.0,49.0,0.0,0.0,0,4888.0
normal,flat,naive,gpt-5-mini,48,"Finn personer med roller i flere enn ett selskap. Ta med navn, fødselsdato og antall selskaper.",aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,66.0,66.0,0.0,0.0,0,8777.3333
normal,flat,naive,gpt-5-mini,49,"Finn selskaper med flere enn 20 eierskapsoppføringer. Ta med navn, organisasjonsnummer og antall eierskap.",aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,5663.6667
normal,flat,naive,gpt-5-mini,50,"Finn de 10 selskapene med flest aksjeeierbokoppføringer. Ta med navn, organisasjonsnummer og antall oppføringer.",aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,10.0,10.0,0.0,0.0,0,5730.3333
normal,flat,naive,gpt-5-mini,21,"Finn selskaper med feltene selskapsnavn, organisasjonsnummer og type.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,2001.0,2001.0,0.0,0.0,0,2927.3333
normal,flat,naive,gpt-5-mini,23,"Finn rolleoppføringer med feltene personNavn, fødselsdato, selskap, organisasjonsnummer og rolle.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,4095.0,4095.0,0.0,0.0,0,6229.6667
normal,flat,naive,gpt-5-mini,24,"Finn personlige eierskap med feltene eier, eierFødselsdato, selskap, organisasjonsnummer, år og eierandel.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,275.0,275.0,0.0,0.0,0,10795.6667
normal,flat,naive,gpt-5-mini,25,"Finn aksjeeierbokoppføringer med feltene aksjonær, selskap, organisasjonsnummer, aksjeklasse, aksjer og år.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,762063.0,762063.0,0.0,0.0,0,35529.0
normal,flat,naive,gpt-5-mini,1,Finn alle distinkte selskapsroller.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,9.0,9.0,0.0,0.0,0,2691.0
normal,flat,naive,gpt-5-mini,2,Finn alle distinkte organisasjonstyper for selskaper.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,7.0,7.0,0.0,0.0,0,2257.6667
normal,flat,naive,gpt-5-mini,3,Finn alle distinkte partier blant politikere.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,2192.6667
normal,flat,naive,gpt-5-mini,4,Finn alle distinkte aksjeklasser i aksjeeierboken.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,30.0,30.0,0.0,0.0,0,2429.3333
normal,flat,naive,gpt-5-mini,5,Finn alle distinkte år med eierskapsoppføringer.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0,3241.3333
normal,flat,naive,gpt-5-mini,6,"Finn navn, organisasjonsnummer og oppløsningsdato for konkursbedrifter.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,1746.0,1746.0,0.0,0.0,0,3187.3333
normal,flat,naive,gpt-5-mini,7,"Finn navn, organisasjonsnummer og etableringsdato for selskaper som ikke er i konkurs eller likvidasjon.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,4251.0,4251.0,0.0,0.0,0,3388.6667
normal,flat,naive,gpt-5-mini,8,"Finn navn, fødselsdato, parti og kommune for innvalgte politikere.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,36500.0,36500.0,0.0,0.0,0,4064.3333
normal,flat,naive,gpt-5-mini,9,"Finn personer med rollen board_member. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,8010.0,8010.0,0.0,0.0,0,4641.0
normal,flat,naive,gpt-5-mini,51,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti, selskap og rolle.",lookup_join,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,116.0,116.0,0.0,0.0,0,14262.0
normal,flat,naive,gpt-5-mini,55,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti og antall roller.",lookup_join,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,94.0,94.0,0.0,0.0,0,14300.0
normal,flat,naive,gpt-5-mini,26,"Finn selskaper som har minst én registrert rolle. Ta med navn, organisasjonsnummer og antall roller.",quantifier_exists,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,1429.0,1429.0,0.0,0.0,0,9131.3333
normal,flat,naive,gpt-5-mini,27,"Finn selskaper som har minst ett eierskapsforhold. Ta med navn, organisasjonsnummer og antall eierskap.",quantifier_exists,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,126.0,126.0,0.0,0.0,0,7921.6667
normal,flat,naive,gpt-5-mini,28,"Finn personer som både har selskapsrolle og eier aksjer. Ta med navn, fødselsdato, antall roller og antall eide selskaper.",quantifier_exists,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,15013.3333
normal,flat,naive,gpt-5-mini,29,"Finn politikere som ikke har registrerte selskapsroller. Ta med navn, fødselsdato og parti.",quantifier_exists,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,53272.0,53272.0,0.0,0.0,0,17269.3333
normal,flat,naive,gpt-5-mini,11,Finn selskaper som både er i konkurs og under likvidasjon. Ta med navn og organisasjonsnummer.,selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3512.6667
normal,flat,naive,gpt-5-mini,13,"Finn politikere fra Høyre med mer enn 100 personstemmer. Ta med navn, fødselsdato, parti og personstemmer.",selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,3604.0,3604.0,0.0,0.0,0,4041.0
normal,flat,naive,gpt-5-mini,15,"Finn personlige eiere med eierandel over 0 prosent. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år og eierandel.",selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,1650.0,1650.0,0.0,0.0,0,9927.0
normal,flat,naive,gpt-5-mini,16,"Finn selskaper der bransjebeskrivelsen inneholder bygg. Ta med navn, organisasjonsnummer og bransjebeskrivelse.",text_or_pattern_filter,find,3,1,3,1.0,1.0,1.0,1.0,0.0,324.0,324.0,0.0,0.0,0,2909.3333
normal,flat,naive,gpt-5-mini,17,"Finn aksjeeierbokoppføringer der selskapsnavnet inneholder både INVEST og HOLDING. Ta med selskap, organisasjonsnummer, aksjonærnavn, aksjeklasse og år.",text_or_pattern_filter,find,3,1,3,1.0,1.0,1.0,1.0,0.0,195.0,195.0,0.0,0.0,0,7363.3333
normal,flat,naive,gpt-5-mini,19,"Finn personer født i 1990 eller senere som har en selskapsrolle. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer.",text_or_pattern_filter,find,3,1,3,1.0,1.0,1.0,1.0,0.0,3620.0,3620.0,0.0,0.0,0,6451.6667
normal,flat,naive,gpt-5-mini,20,"Finn innvalgte politikere fra Fremskrittspartiet eller Framstegspartiet. Ta med navn, fødselsdato, parti og kommune.",text_or_pattern_filter,find,3,1,3,1.0,1.0,1.0,1.0,0.0,4028.0,4028.0,0.0,0.0,0,4166.0
normal,structured,advanced,gpt-4.1-mini,41,Finn gjennomsnittlig eierandel per selskap.,aggregate_group_avg,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,126.0,126.0,126.0,126.0,0,1071.3333
normal,structured,advanced,gpt-4.1-mini,43,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.,aggregate_group_avg,aggregate,3,1,0,0.0,0.9882,0.9882,0.9882,0.0,85.0,85.0,1.0,1.0,0,1590.6667
normal,structured,advanced,gpt-4.1-mini,32,Finn antall selskaper per organisasjonstype.,aggregate_group_count,aggregate,3,1,0,0.0,0.8571,0.8571,0.8571,0.0,7.0,7.0,1.0,1.0,0,4774.6667
normal,structured,advanced,gpt-4.1-mini,34,Finn antall aksjonærer per landkode.,aggregate_group_count,aggregate,3,1,0,0.0,0.1059,0.1059,0.1059,0.0,85.0,85.0,76.0,76.0,0,2310.0
normal,structured,advanced,gpt-4.1-mini,35,Finn antall eierskapsoppføringer per år.,aggregate_group_count,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0,842.0
normal,structured,advanced,gpt-4.1-mini,36,Finn totalt antall aksjer i aksjeeierboken per selskap for 2023.,aggregate_group_sum,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,879.0,879.0,879.0,879.0,0,1185.6667
normal,structured,advanced,gpt-4.1-mini,37,Finn totalt antall aksjer eid per person.,aggregate_group_sum,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,76.0,76.0,0,1179.0
normal,structured,advanced,gpt-4.1-mini,38,Finn totalt antall personstemmer og slengere per parti.,aggregate_group_sum,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,185.0,185.0,185.0,185.0,0,1190.6667
normal,structured,advanced,gpt-4.1-mini,39,Finn totalt antall aksjer og stemmer per selskap i eierskap.,aggregate_group_sum,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,126.0,126.0,126.0,126.0,0,1833.6667
normal,structured,advanced,gpt-4.1-mini,47,Finn partier med flere enn 5 innvalgte politikere. Ta med parti og antall innvalgte.,aggregate_having_sort_limit,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,49.0,185.0,49.0,185.0,0,1516.3333
normal,structured,advanced,gpt-4.1-mini,48,"Finn personer med roller i flere enn ett selskap. Ta med navn, fødselsdato og antall selskaper.",aggregate_having_sort_limit,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,66.0,66.0,0,1502.0
normal,structured,advanced,gpt-4.1-mini,50,"Finn de 10 selskapene med flest aksjeeierbokoppføringer. Ta med navn, organisasjonsnummer og antall oppføringer.",aggregate_having_sort_limit,aggregate,3,1,0,0.0,0.1,0.1,0.1,0.1732,10.0,10.0,9.0,9.0,0,3072.6667
normal,structured,advanced,gpt-4.1-mini,24,"Finn personlige eierskap med feltene eier, eierFødselsdato, selskap, organisasjonsnummer, år og eierandel.",alias_projection,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,275.0,275.0,275.0,275.0,0,2584.6667
normal,structured,advanced,gpt-4.1-mini,8,"Finn navn, fødselsdato, parti og kommune for innvalgte politikere.",find_projection,find,3,1,0,0.0,0.171,1.0,0.2921,0.0,36500.0,213464.0,0.0,176964.0,0,2269.6667
normal,structured,advanced,gpt-4.1-mini,10,"Finn personlige eierskap fra 2023. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år, eierandel og antall aksjer.",find_projection,find,3,1,0,0.0,0.6428,0.75,0.6923,0.0,1048.0,1048.0,262.0,262.0,0,1727.3333
normal,structured,advanced,gpt-4.1-mini,51,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti, selskap og rolle.",lookup_join,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,116.0,0.0,0,1515.3333
normal,structured,advanced,gpt-4.1-mini,52,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel.",lookup_join,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,2065.0
normal,structured,advanced,gpt-4.1-mini,53,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer.",lookup_join,aggregate,3,1,0,0.0,0.9074,0.9074,0.9074,0.0,108.0,108.0,10.0,10.0,0,8064.3333
normal,structured,advanced,gpt-4.1-mini,54,"Finn selskaper som har politikere med selskapsrolle. Ta med selskapsnavn, organisasjonsnummer og antall politikerroller.",lookup_join,aggregate,3,1,0,0.0,0.6117,0.9265,0.7368,0.0,68.0,103.0,5.0,40.0,0,1630.0
normal,structured,advanced,gpt-4.1-mini,27,"Finn selskaper som har minst ett eierskapsforhold. Ta med navn, organisasjonsnummer og antall eierskap.",quantifier_exists,aggregate,3,1,0,0.0,1.0,0.1825,0.3087,0.0,126.0,23.0,103.0,0.0,0,1232.3333
normal,structured,advanced,gpt-4.1-mini,28,"Finn personer som både har selskapsrolle og eier aksjer. Ta med navn, fødselsdato, antall roller og antall eide selskaper.",quantifier_exists,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1267.6667
normal,structured,advanced,gpt-4.1-mini,29,"Finn politikere som ikke har registrerte selskapsroller. Ta med navn, fødselsdato og parti.",quantifier_exists,aggregate,3,1,0,0.0,1.0,0.9904,0.9952,0.0,53272.0,52762.0,510.0,0.0,0,2308.6667
normal,structured,advanced,gpt-4.1-mini,30,Finn aktive selskaper som har aksjeeierbokoppføringer. Ta med navn og organisasjonsnummer.,quantifier_exists,aggregate,3,1,0,0.0,0.3233,0.3026,0.3126,0.5415,1173.0,366.0,818.0,11.0,0,4717.3333
normal,structured,advanced,gpt-4.1-mini,14,"Finn norske aksjonærer i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer, aksjeklasse, landkode, år og antall aksjer.",selection_conditions,find,3,1,0,0.0,0.0,0.0,0.0,0.0,463834.0,0.0,463834.0,0.0,0,3222.0
normal,structured,advanced,gpt-4.1-mini,15,"Finn personlige eiere med eierandel over 0 prosent. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år og eierandel.",selection_conditions,find,3,1,0,0.0,0.4445,0.6667,0.5334,0.0,1650.0,1650.0,550.0,550.0,0,1404.6667
normal,structured,advanced,gpt-4.1-mini,17,"Finn aksjeeierbokoppføringer der selskapsnavnet inneholder både INVEST og HOLDING. Ta med selskap, organisasjonsnummer, aksjonærnavn, aksjeklasse og år.",text_or_pattern_filter,find,3,1,0,0.0,0.0003,1.0,0.0006,0.0,195.0,777175.0,0.0,776980.0,0,5462.0
normal,structured,advanced,gpt-4.1-mini,20,"Finn innvalgte politikere fra Fremskrittspartiet eller Framstegspartiet. Ta med navn, fødselsdato, parti og kommune.",text_or_pattern_filter,find,3,1,0,0.0,0.2314,1.0,0.3758,0.0,4028.0,17408.0,0.0,13380.0,0,1569.6667
normal,structured,advanced,gpt-4.1-mini,22,"Finn politikere med feltene politikerNavn, fødselsdato, parti, kommune og stemmer totalt.",alias_projection,aggregate,3,1,1,0.3333,0.6432,0.6432,0.6432,0.5045,53366.0,53366.0,19039.5,19039.5,1,2660.0
normal,structured,advanced,gpt-4.1-mini,42,Finn gjennomsnittlig antall personstemmer per parti.,aggregate_group_avg,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,1387.6667
normal,structured,advanced,gpt-4.1-mini,44,Finn gjennomsnittlig fødselsår per rolletype.,aggregate_group_avg,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,9.0,9.0,0.0,0.0,0,934.6667
normal,structured,advanced,gpt-4.1-mini,45,Finn gjennomsnittlig listeplass per parti.,aggregate_group_avg,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,1268.0
normal,structured,advanced,gpt-4.1-mini,31,Finn antall rolleoppføringer per rolletype.,aggregate_group_count,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,9.0,9.0,0.0,0.0,0,873.3333
normal,structured,advanced,gpt-4.1-mini,33,Finn antall politikere per parti.,aggregate_group_count,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,1358.3333
normal,structured,advanced,gpt-4.1-mini,40,Finn totalt antall aksjer per aksjeklasse.,aggregate_group_sum,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,30.0,30.0,0.0,0.0,0,1410.0
normal,structured,advanced,gpt-4.1-mini,46,"Finn selskaper med flere enn 10 registrerte rolleoppføringer. Ta med navn, organisasjonsnummer og antall roller.",aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,24.0,24.0,0.0,0.0,0,1071.6667
normal,structured,advanced,gpt-4.1-mini,49,"Finn selskaper med flere enn 20 eierskapsoppføringer. Ta med navn, organisasjonsnummer og antall eierskap.",aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1277.6667
normal,structured,advanced,gpt-4.1-mini,21,"Finn selskaper med feltene selskapsnavn, organisasjonsnummer og type.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,2001.0,2001.0,0.0,0.0,0,1166.3333
normal,structured,advanced,gpt-4.1-mini,23,"Finn rolleoppføringer med feltene personNavn, fødselsdato, selskap, organisasjonsnummer og rolle.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,4095.0,4095.0,0.0,0.0,0,1272.0
normal,structured,advanced,gpt-4.1-mini,25,"Finn aksjeeierbokoppføringer med feltene aksjonær, selskap, organisasjonsnummer, aksjeklasse, aksjer og år.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,762063.0,762063.0,0.0,0.0,0,29935.3333
normal,structured,advanced,gpt-4.1-mini,1,Finn alle distinkte selskapsroller.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,9.0,9.0,0.0,0.0,0,712.6667
normal,structured,advanced,gpt-4.1-mini,2,Finn alle distinkte organisasjonstyper for selskaper.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,7.0,7.0,0.0,0.0,0,946.3333
normal,structured,advanced,gpt-4.1-mini,3,Finn alle distinkte partier blant politikere.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,966.3333
normal,structured,advanced,gpt-4.1-mini,4,Finn alle distinkte aksjeklasser i aksjeeierboken.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,30.0,30.0,0.0,0.0,0,998.0
normal,structured,advanced,gpt-4.1-mini,5,Finn alle distinkte år med eierskapsoppføringer.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0,725.6667
normal,structured,advanced,gpt-4.1-mini,6,"Finn navn, organisasjonsnummer og oppløsningsdato for konkursbedrifter.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,1746.0,1746.0,0.0,0.0,0,1121.0
normal,structured,advanced,gpt-4.1-mini,7,"Finn navn, organisasjonsnummer og etableringsdato for selskaper som ikke er i konkurs eller likvidasjon.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,4251.0,4251.0,0.0,0.0,0,1210.0
normal,structured,advanced,gpt-4.1-mini,9,"Finn personer med rollen board_member. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,8010.0,8010.0,0.0,0.0,0,1691.0
normal,structured,advanced,gpt-4.1-mini,55,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti og antall roller.",lookup_join,aggregate,3,1,3,1.0,0.6963,1.0,0.821,0.0,94.0,135.0,0.0,41.0,0,1396.6667
normal,structured,advanced,gpt-4.1-mini,26,"Finn selskaper som har minst én registrert rolle. Ta med navn, organisasjonsnummer og antall roller.",quantifier_exists,aggregate,3,1,3,1.0,0.9993,1.0,0.9997,0.0,1429.0,1430.0,0.0,1.0,0,1382.6667
normal,structured,advanced,gpt-4.1-mini,11,Finn selskaper som både er i konkurs og under likvidasjon. Ta med navn og organisasjonsnummer.,selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1271.3333
normal,structured,advanced,gpt-4.1-mini,12,"Finn selskaper etablert mellom 2015 og 2020. Ta med navn, organisasjonsnummer og etableringsdato.",selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,1623.0,1623.0,0.0,0.0,0,1783.6667
normal,structured,advanced,gpt-4.1-mini,13,"Finn politikere fra Høyre med mer enn 100 personstemmer. Ta med navn, fødselsdato, parti og personstemmer.",selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,3604.0,3604.0,0.0,0.0,0,1289.3333
normal,structured,advanced,gpt-4.1-mini,16,"Finn selskaper der bransjebeskrivelsen inneholder bygg. Ta med navn, organisasjonsnummer og bransjebeskrivelse.",text_or_pattern_filter,find,3,1,3,1.0,1.0,1.0,1.0,0.0,324.0,324.0,0.0,0.0,0,1181.0
normal,structured,advanced,gpt-4.1-mini,18,Finn aksjeklasser på formen X-aksjer. Ta med aksjeklasse.,text_or_pattern_filter,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0,1711.3333
