benchmark_set,question_id,structure,schema,model,runs,category,operation,success_rate_mean,precision_mean,recall_mean,f1_mean,error_runs,question
main,30,structured,naive,gpt-4.1-mini,3,quantifier_exists,aggregate,0,0.9699,0.9079,0.9379,0,Finn aktive selskaper som har aksjeeierbokoppføringer. Ta med navn og organisasjonsnummer.
main,30,structured,naive,gpt-5-mini,3,quantifier_exists,aggregate,0,0.9699,0.9079,0.9379,0,Finn aktive selskaper som har aksjeeierbokoppføringer. Ta med navn og organisasjonsnummer.
main,31,flat,advanced,gpt-4.1-mini,3,aggregate_group_count,aggregate,1,1,1,1,0,Finn antall rolleoppføringer per rolletype.
main,31,flat,advanced,gpt-5-mini,3,aggregate_group_count,aggregate,1,1,1,1,0,Finn antall rolleoppføringer per rolletype.
main,31,flat,naive,gpt-4.1-mini,3,aggregate_group_count,aggregate,1,1,1,1,0,Finn antall rolleoppføringer per rolletype.
main,31,flat,naive,gpt-5-mini,3,aggregate_group_count,aggregate,1,1,1,1,0,Finn antall rolleoppføringer per rolletype.
main,31,structured,advanced,gpt-4.1-mini,3,aggregate_group_count,aggregate,1,1,1,1,0,Finn antall rolleoppføringer per rolletype.
main,31,structured,advanced,gpt-5-mini,3,aggregate_group_count,aggregate,1,1,1,1,0,Finn antall rolleoppføringer per rolletype.
main,31,structured,naive,gpt-4.1-mini,3,aggregate_group_count,aggregate,1,1,1,1,0,Finn antall rolleoppføringer per rolletype.
main,31,structured,naive,gpt-5-mini,3,aggregate_group_count,aggregate,1,1,1,1,0,Finn antall rolleoppføringer per rolletype.
main,32,flat,advanced,gpt-4.1-mini,3,aggregate_group_count,aggregate,0,0.8571,0.8571,0.8571,0,Finn antall selskaper per organisasjonstype.
main,32,flat,advanced,gpt-5-mini,3,aggregate_group_count,aggregate,0,0.8571,0.8571,0.8571,0,Finn antall selskaper per organisasjonstype.
main,32,flat,naive,gpt-4.1-mini,3,aggregate_group_count,aggregate,0,0.8571,0.8571,0.8571,0,Finn antall selskaper per organisasjonstype.
main,32,flat,naive,gpt-5-mini,3,aggregate_group_count,aggregate,0,0.8571,0.8571,0.8571,0,Finn antall selskaper per organisasjonstype.
main,32,structured,advanced,gpt-4.1-mini,3,aggregate_group_count,aggregate,0,0.8571,0.8571,0.8571,0,Finn antall selskaper per organisasjonstype.
main,32,structured,advanced,gpt-5-mini,3,aggregate_group_count,aggregate,0,0.8571,0.8571,0.8571,0,Finn antall selskaper per organisasjonstype.
main,32,structured,naive,gpt-4.1-mini,3,aggregate_group_count,aggregate,0,0.8571,0.8571,0.8571,0,Finn antall selskaper per organisasjonstype.
main,32,structured,naive,gpt-5-mini,3,aggregate_group_count,aggregate,0,0.8571,0.8571,0.8571,0,Finn antall selskaper per organisasjonstype.
main,33,flat,advanced,gpt-4.1-mini,3,aggregate_group_count,aggregate,1,1,1,1,0,Finn antall politikere per parti.
main,33,flat,advanced,gpt-5-mini,3,aggregate_group_count,aggregate,1,1,1,1,0,Finn antall politikere per parti.
main,33,flat,naive,gpt-4.1-mini,3,aggregate_group_count,aggregate,1,1,1,1,0,Finn antall politikere per parti.
main,33,flat,naive,gpt-5-mini,3,aggregate_group_count,aggregate,1,1,1,1,0,Finn antall politikere per parti.
main,33,structured,advanced,gpt-4.1-mini,3,aggregate_group_count,aggregate,1,1,1,1,0,Finn antall politikere per parti.
main,33,structured,advanced,gpt-5-mini,3,aggregate_group_count,aggregate,1,1,1,1,0,Finn antall politikere per parti.
main,33,structured,naive,gpt-4.1-mini,3,aggregate_group_count,aggregate,1,1,1,1,0,Finn antall politikere per parti.
main,33,structured,naive,gpt-5-mini,3,aggregate_group_count,aggregate,1,1,1,1,0,Finn antall politikere per parti.
main,34,flat,advanced,gpt-4.1-mini,3,aggregate_group_count,aggregate,0,0.9882,0.9882,0.9882,0,Finn antall aksjonærer per landkode.
main,34,flat,advanced,gpt-5-mini,3,aggregate_group_count,aggregate,0,0.1059,0.1059,0.1059,0,Finn antall aksjonærer per landkode.
main,34,flat,naive,gpt-4.1-mini,3,aggregate_group_count,aggregate,0,0.9882,0.9882,0.9882,0,Finn antall aksjonærer per landkode.
main,34,flat,naive,gpt-5-mini,3,aggregate_group_count,aggregate,0,0.1059,0.1059,0.1059,0,Finn antall aksjonærer per landkode.
main,34,structured,advanced,gpt-4.1-mini,3,aggregate_group_count,aggregate,0,0.1059,0.1059,0.1059,0,Finn antall aksjonærer per landkode.
main,34,structured,advanced,gpt-5-mini,3,aggregate_group_count,aggregate,0,0.4000000000000001,0.4000000000000001,0.4000000000000001,0,Finn antall aksjonærer per landkode.
main,34,structured,naive,gpt-4.1-mini,3,aggregate_group_count,aggregate,0,0.9882,0.9882,0.9882,0,Finn antall aksjonærer per landkode.
main,34,structured,naive,gpt-5-mini,3,aggregate_group_count,aggregate,0,0.1059,0.1059,0.1059,0,Finn antall aksjonærer per landkode.
main,35,flat,advanced,gpt-4.1-mini,3,aggregate_group_count,aggregate,0,0,0,0,0,Finn antall eierskapsoppføringer per år.
main,35,flat,advanced,gpt-5-mini,3,aggregate_group_count,aggregate,0,0,0,0,0,Finn antall eierskapsoppføringer per år.
main,35,flat,naive,gpt-4.1-mini,3,aggregate_group_count,aggregate,0,0,0,0,0,Finn antall eierskapsoppføringer per år.
main,35,flat,naive,gpt-5-mini,3,aggregate_group_count,aggregate,0,0,0,0,0,Finn antall eierskapsoppføringer per år.
main,35,structured,advanced,gpt-4.1-mini,3,aggregate_group_count,aggregate,0,0,0,0,0,Finn antall eierskapsoppføringer per år.
main,35,structured,advanced,gpt-5-mini,3,aggregate_group_count,aggregate,0,0,0,0,0,Finn antall eierskapsoppføringer per år.
main,35,structured,naive,gpt-4.1-mini,3,aggregate_group_count,aggregate,0,0,0,0,0,Finn antall eierskapsoppføringer per år.
main,35,structured,naive,gpt-5-mini,3,aggregate_group_count,aggregate,0,0,0,0,0,Finn antall eierskapsoppføringer per år.
main,36,flat,advanced,gpt-4.1-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall aksjer i aksjeeierboken per selskap for 2023.
main,36,flat,advanced,gpt-5-mini,3,aggregate_group_sum,aggregate,0.6666666666666666,0.9397000000000001,0.9397000000000001,0.9397000000000001,0,Finn totalt antall aksjer i aksjeeierboken per selskap for 2023.
main,36,flat,naive,gpt-4.1-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall aksjer i aksjeeierboken per selskap for 2023.
main,36,flat,naive,gpt-5-mini,3,aggregate_group_sum,aggregate,1,1,1,1,0,Finn totalt antall aksjer i aksjeeierboken per selskap for 2023.
main,36,structured,advanced,gpt-4.1-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall aksjer i aksjeeierboken per selskap for 2023.
main,36,structured,advanced,gpt-5-mini,3,aggregate_group_sum,aggregate,1,1,1,1,0,Finn totalt antall aksjer i aksjeeierboken per selskap for 2023.
main,36,structured,naive,gpt-4.1-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall aksjer i aksjeeierboken per selskap for 2023.
main,36,structured,naive,gpt-5-mini,3,aggregate_group_sum,aggregate,1,1,1,1,0,Finn totalt antall aksjer i aksjeeierboken per selskap for 2023.
main,37,flat,advanced,gpt-4.1-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall aksjer eid per person.
main,37,flat,advanced,gpt-5-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall aksjer eid per person.
main,37,flat,naive,gpt-4.1-mini,3,aggregate_group_sum,aggregate,0,0,0,0,1,Finn totalt antall aksjer eid per person.
main,37,flat,naive,gpt-5-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall aksjer eid per person.
main,37,structured,advanced,gpt-4.1-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall aksjer eid per person.
main,37,structured,advanced,gpt-5-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall aksjer eid per person.
main,37,structured,naive,gpt-4.1-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall aksjer eid per person.
main,37,structured,naive,gpt-5-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall aksjer eid per person.
main,38,flat,advanced,gpt-4.1-mini,3,aggregate_group_sum,aggregate,0,0,0,0,1,Finn totalt antall personstemmer og slengere per parti.
main,38,flat,advanced,gpt-5-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall personstemmer og slengere per parti.
main,38,flat,naive,gpt-4.1-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall personstemmer og slengere per parti.
main,38,flat,naive,gpt-5-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall personstemmer og slengere per parti.
main,38,structured,advanced,gpt-4.1-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall personstemmer og slengere per parti.
main,38,structured,advanced,gpt-5-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall personstemmer og slengere per parti.
main,38,structured,naive,gpt-4.1-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall personstemmer og slengere per parti.
main,38,structured,naive,gpt-5-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall personstemmer og slengere per parti.
main,39,flat,advanced,gpt-4.1-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall aksjer og stemmer per selskap i eierskap.
main,39,flat,advanced,gpt-5-mini,3,aggregate_group_sum,aggregate,1,1,1,1,0,Finn totalt antall aksjer og stemmer per selskap i eierskap.
main,39,flat,naive,gpt-4.1-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall aksjer og stemmer per selskap i eierskap.
main,39,flat,naive,gpt-5-mini,3,aggregate_group_sum,aggregate,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,Finn totalt antall aksjer og stemmer per selskap i eierskap.
main,39,structured,advanced,gpt-4.1-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall aksjer og stemmer per selskap i eierskap.
main,39,structured,advanced,gpt-5-mini,3,aggregate_group_sum,aggregate,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,Finn totalt antall aksjer og stemmer per selskap i eierskap.
main,39,structured,naive,gpt-4.1-mini,3,aggregate_group_sum,aggregate,0,0,0,0,0,Finn totalt antall aksjer og stemmer per selskap i eierskap.
main,39,structured,naive,gpt-5-mini,3,aggregate_group_sum,aggregate,1,1,1,1,0,Finn totalt antall aksjer og stemmer per selskap i eierskap.
main,40,flat,advanced,gpt-4.1-mini,3,aggregate_group_sum,aggregate,1,1,1,1,0,Finn totalt antall aksjer per aksjeklasse.
main,40,flat,advanced,gpt-5-mini,3,aggregate_group_sum,aggregate,1,1,1,1,0,Finn totalt antall aksjer per aksjeklasse.
main,40,flat,naive,gpt-4.1-mini,3,aggregate_group_sum,aggregate,1,1,1,1,0,Finn totalt antall aksjer per aksjeklasse.
main,40,flat,naive,gpt-5-mini,3,aggregate_group_sum,aggregate,1,1,1,1,0,Finn totalt antall aksjer per aksjeklasse.
main,40,structured,advanced,gpt-4.1-mini,3,aggregate_group_sum,aggregate,1,1,1,1,0,Finn totalt antall aksjer per aksjeklasse.
main,40,structured,advanced,gpt-5-mini,3,aggregate_group_sum,aggregate,1,1,1,1,0,Finn totalt antall aksjer per aksjeklasse.
main,40,structured,naive,gpt-4.1-mini,3,aggregate_group_sum,aggregate,1,1,1,1,0,Finn totalt antall aksjer per aksjeklasse.
main,40,structured,naive,gpt-5-mini,3,aggregate_group_sum,aggregate,1,1,1,1,0,Finn totalt antall aksjer per aksjeklasse.
main,41,flat,advanced,gpt-4.1-mini,3,aggregate_group_avg,aggregate,0,0,0,0,0,Finn gjennomsnittlig eierandel per selskap.
main,41,flat,advanced,gpt-5-mini,3,aggregate_group_avg,aggregate,0.3333333333333333,0.5079333333333333,0.5079333333333333,0.5079333333333333,0,Finn gjennomsnittlig eierandel per selskap.
main,41,flat,naive,gpt-4.1-mini,3,aggregate_group_avg,aggregate,0,0,0,0,0,Finn gjennomsnittlig eierandel per selskap.
main,41,flat,naive,gpt-5-mini,3,aggregate_group_avg,aggregate,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,Finn gjennomsnittlig eierandel per selskap.
main,41,structured,advanced,gpt-4.1-mini,3,aggregate_group_avg,aggregate,0,0,0,0,0,Finn gjennomsnittlig eierandel per selskap.
main,41,structured,advanced,gpt-5-mini,3,aggregate_group_avg,aggregate,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,Finn gjennomsnittlig eierandel per selskap.
main,41,structured,naive,gpt-4.1-mini,3,aggregate_group_avg,aggregate,0,0,0,0,0,Finn gjennomsnittlig eierandel per selskap.
main,41,structured,naive,gpt-5-mini,3,aggregate_group_avg,aggregate,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,Finn gjennomsnittlig eierandel per selskap.
main,42,flat,advanced,gpt-4.1-mini,3,aggregate_group_avg,aggregate,1,1,1,1,0,Finn gjennomsnittlig antall personstemmer per parti.
main,42,flat,advanced,gpt-5-mini,3,aggregate_group_avg,aggregate,1,1,1,1,0,Finn gjennomsnittlig antall personstemmer per parti.
main,42,flat,naive,gpt-4.1-mini,3,aggregate_group_avg,aggregate,1,1,1,1,0,Finn gjennomsnittlig antall personstemmer per parti.
main,42,flat,naive,gpt-5-mini,3,aggregate_group_avg,aggregate,1,1,1,1,0,Finn gjennomsnittlig antall personstemmer per parti.
main,42,structured,advanced,gpt-4.1-mini,3,aggregate_group_avg,aggregate,1,1,1,1,0,Finn gjennomsnittlig antall personstemmer per parti.
main,42,structured,advanced,gpt-5-mini,3,aggregate_group_avg,aggregate,0.6666666666666666,0.7405333333333334,0.7405333333333334,0.7405333333333334,0,Finn gjennomsnittlig antall personstemmer per parti.
main,42,structured,naive,gpt-4.1-mini,3,aggregate_group_avg,aggregate,1,1,1,1,0,Finn gjennomsnittlig antall personstemmer per parti.
main,42,structured,naive,gpt-5-mini,3,aggregate_group_avg,aggregate,0.6666666666666666,0.7405333333333334,0.7405333333333334,0.7405333333333334,0,Finn gjennomsnittlig antall personstemmer per parti.
main,43,flat,advanced,gpt-4.1-mini,3,aggregate_group_avg,aggregate,0,0.9882,0.9882,0.9882,0,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.
main,43,flat,advanced,gpt-5-mini,3,aggregate_group_avg,aggregate,0,0.9882,0.9882,0.9882,0,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.
main,43,flat,naive,gpt-4.1-mini,3,aggregate_group_avg,aggregate,0,0.9882,0.9882,0.9882,0,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.
main,43,flat,naive,gpt-5-mini,3,aggregate_group_avg,aggregate,0,0.9882,0.9882,0.9882,0,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.
main,43,structured,advanced,gpt-4.1-mini,3,aggregate_group_avg,aggregate,0,0.9882,0.9882,0.9882,0,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.
main,43,structured,advanced,gpt-5-mini,3,aggregate_group_avg,aggregate,0,0.9882,0.9882,0.9882,0,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.
main,43,structured,naive,gpt-4.1-mini,3,aggregate_group_avg,aggregate,0,0.9882,0.9882,0.9882,0,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.
main,43,structured,naive,gpt-5-mini,3,aggregate_group_avg,aggregate,0,0.9882,0.9882,0.9882,0,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.
main,44,flat,advanced,gpt-4.1-mini,3,aggregate_group_avg,aggregate,1,1,1,1,0,Finn gjennomsnittlig fødselsår per rolletype.
main,44,flat,advanced,gpt-5-mini,3,aggregate_group_avg,aggregate,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,Finn gjennomsnittlig fødselsår per rolletype.
main,44,flat,naive,gpt-4.1-mini,3,aggregate_group_avg,aggregate,1,1,1,1,0,Finn gjennomsnittlig fødselsår per rolletype.
main,44,flat,naive,gpt-5-mini,3,aggregate_group_avg,aggregate,0.3333333333333333,0.4074,0.4074,0.4074,0,Finn gjennomsnittlig fødselsår per rolletype.
main,44,structured,advanced,gpt-4.1-mini,3,aggregate_group_avg,aggregate,1,1,1,1,0,Finn gjennomsnittlig fødselsår per rolletype.
main,44,structured,advanced,gpt-5-mini,3,aggregate_group_avg,aggregate,0.3333333333333333,0.48146666666666665,0.48146666666666665,0.48146666666666665,0,Finn gjennomsnittlig fødselsår per rolletype.
main,44,structured,naive,gpt-4.1-mini,3,aggregate_group_avg,aggregate,1,1,1,1,0,Finn gjennomsnittlig fødselsår per rolletype.
main,44,structured,naive,gpt-5-mini,3,aggregate_group_avg,aggregate,0,0.14813333333333334,0.14813333333333334,0.14813333333333334,0,Finn gjennomsnittlig fødselsår per rolletype.
main,45,flat,advanced,gpt-4.1-mini,3,aggregate_group_avg,aggregate,1,1,1,1,0,Finn gjennomsnittlig listeplass per parti.
main,45,flat,advanced,gpt-5-mini,3,aggregate_group_avg,aggregate,0.3333333333333333,0.6162,0.6162,0.6162,0,Finn gjennomsnittlig listeplass per parti.
main,45,flat,naive,gpt-4.1-mini,3,aggregate_group_avg,aggregate,1,1,1,1,0,Finn gjennomsnittlig listeplass per parti.
main,45,flat,naive,gpt-5-mini,3,aggregate_group_avg,aggregate,0.6666666666666666,0.9495333333333335,0.9495333333333335,0.9495333333333335,0,Finn gjennomsnittlig listeplass per parti.
main,45,structured,advanced,gpt-4.1-mini,3,aggregate_group_avg,aggregate,1,1,1,1,0,Finn gjennomsnittlig listeplass per parti.
main,45,structured,advanced,gpt-5-mini,3,aggregate_group_avg,aggregate,1,1,1,1,0,Finn gjennomsnittlig listeplass per parti.
main,45,structured,naive,gpt-4.1-mini,3,aggregate_group_avg,aggregate,1,1,1,1,0,Finn gjennomsnittlig listeplass per parti.
main,45,structured,naive,gpt-5-mini,3,aggregate_group_avg,aggregate,0.3333333333333333,0.8990666666666667,0.8990666666666667,0.8990666666666667,0,Finn gjennomsnittlig listeplass per parti.
main,46,flat,advanced,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn selskaper med flere enn 10 registrerte rolleoppføringer. Ta med navn, organisasjonsnummer og antall roller."
main,46,flat,advanced,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn selskaper med flere enn 10 registrerte rolleoppføringer. Ta med navn, organisasjonsnummer og antall roller."
main,46,flat,naive,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn selskaper med flere enn 10 registrerte rolleoppføringer. Ta med navn, organisasjonsnummer og antall roller."
main,46,flat,naive,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn selskaper med flere enn 10 registrerte rolleoppføringer. Ta med navn, organisasjonsnummer og antall roller."
main,46,structured,advanced,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn selskaper med flere enn 10 registrerte rolleoppføringer. Ta med navn, organisasjonsnummer og antall roller."
main,46,structured,advanced,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn selskaper med flere enn 10 registrerte rolleoppføringer. Ta med navn, organisasjonsnummer og antall roller."
main,46,structured,naive,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn selskaper med flere enn 10 registrerte rolleoppføringer. Ta med navn, organisasjonsnummer og antall roller."
main,46,structured,naive,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn selskaper med flere enn 10 registrerte rolleoppføringer. Ta med navn, organisasjonsnummer og antall roller."
main,47,flat,advanced,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,Finn partier med flere enn 5 innvalgte politikere. Ta med parti og antall innvalgte.
main,47,flat,advanced,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,Finn partier med flere enn 5 innvalgte politikere. Ta med parti og antall innvalgte.
main,47,flat,naive,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,Finn partier med flere enn 5 innvalgte politikere. Ta med parti og antall innvalgte.
main,47,flat,naive,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,Finn partier med flere enn 5 innvalgte politikere. Ta med parti og antall innvalgte.
main,47,structured,advanced,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,0,0,0,0,0,Finn partier med flere enn 5 innvalgte politikere. Ta med parti og antall innvalgte.
main,47,structured,advanced,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,0,0,0,0,0,Finn partier med flere enn 5 innvalgte politikere. Ta med parti og antall innvalgte.
main,47,structured,naive,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,Finn partier med flere enn 5 innvalgte politikere. Ta med parti og antall innvalgte.
main,47,structured,naive,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,Finn partier med flere enn 5 innvalgte politikere. Ta med parti og antall innvalgte.
main,48,flat,advanced,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,0,0,0,0,0,"Finn personer med roller i flere enn ett selskap. Ta med navn, fødselsdato og antall selskaper."
main,48,flat,advanced,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn personer med roller i flere enn ett selskap. Ta med navn, fødselsdato og antall selskaper."
main,48,flat,naive,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,0,0,0,0,0,"Finn personer med roller i flere enn ett selskap. Ta med navn, fødselsdato og antall selskaper."
main,48,flat,naive,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn personer med roller i flere enn ett selskap. Ta med navn, fødselsdato og antall selskaper."
main,48,structured,advanced,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,0,0,0,0,0,"Finn personer med roller i flere enn ett selskap. Ta med navn, fødselsdato og antall selskaper."
main,48,structured,advanced,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn personer med roller i flere enn ett selskap. Ta med navn, fødselsdato og antall selskaper."
main,48,structured,naive,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,"Finn personer med roller i flere enn ett selskap. Ta med navn, fødselsdato og antall selskaper."
main,48,structured,naive,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn personer med roller i flere enn ett selskap. Ta med navn, fødselsdato og antall selskaper."
main,49,flat,advanced,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn selskaper med flere enn 20 eierskapsoppføringer. Ta med navn, organisasjonsnummer og antall eierskap."
main,49,flat,advanced,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn selskaper med flere enn 20 eierskapsoppføringer. Ta med navn, organisasjonsnummer og antall eierskap."
main,49,flat,naive,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn selskaper med flere enn 20 eierskapsoppføringer. Ta med navn, organisasjonsnummer og antall eierskap."
main,49,flat,naive,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn selskaper med flere enn 20 eierskapsoppføringer. Ta med navn, organisasjonsnummer og antall eierskap."
main,49,structured,advanced,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn selskaper med flere enn 20 eierskapsoppføringer. Ta med navn, organisasjonsnummer og antall eierskap."
main,49,structured,advanced,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn selskaper med flere enn 20 eierskapsoppføringer. Ta med navn, organisasjonsnummer og antall eierskap."
main,49,structured,naive,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn selskaper med flere enn 20 eierskapsoppføringer. Ta med navn, organisasjonsnummer og antall eierskap."
main,49,structured,naive,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn selskaper med flere enn 20 eierskapsoppføringer. Ta med navn, organisasjonsnummer og antall eierskap."
main,50,flat,advanced,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,0,0.3,0.3,0.3,0,"Finn de 10 selskapene med flest aksjeeierbokoppføringer. Ta med navn, organisasjonsnummer og antall oppføringer."
main,50,flat,advanced,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,0.3333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0,"Finn de 10 selskapene med flest aksjeeierbokoppføringer. Ta med navn, organisasjonsnummer og antall oppføringer."
main,50,flat,naive,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,0,0.3,0.3,0.3,0,"Finn de 10 selskapene med flest aksjeeierbokoppføringer. Ta med navn, organisasjonsnummer og antall oppføringer."
main,50,flat,naive,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn de 10 selskapene med flest aksjeeierbokoppføringer. Ta med navn, organisasjonsnummer og antall oppføringer."
main,50,structured,advanced,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,0,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,"Finn de 10 selskapene med flest aksjeeierbokoppføringer. Ta med navn, organisasjonsnummer og antall oppføringer."
main,50,structured,advanced,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,1,1,1,1,0,"Finn de 10 selskapene med flest aksjeeierbokoppføringer. Ta med navn, organisasjonsnummer og antall oppføringer."
main,50,structured,naive,gpt-4.1-mini,3,aggregate_having_sort_limit,aggregate,0,0,0,0,0,"Finn de 10 selskapene med flest aksjeeierbokoppføringer. Ta med navn, organisasjonsnummer og antall oppføringer."
main,50,structured,naive,gpt-5-mini,3,aggregate_having_sort_limit,aggregate,0,0.3,0.3,0.3,0,"Finn de 10 selskapene med flest aksjeeierbokoppføringer. Ta med navn, organisasjonsnummer og antall oppføringer."
main,51,flat,advanced,gpt-4.1-mini,3,lookup_join,aggregate,1,1,1,1,0,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti, selskap og rolle."
main,51,flat,advanced,gpt-5-mini,3,lookup_join,aggregate,1,1,1,1,0,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti, selskap og rolle."
main,51,flat,naive,gpt-4.1-mini,3,lookup_join,aggregate,0.6666666666666666,0.6515,0.9942666666666667,0.7867666666666667,0,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti, selskap og rolle."
main,51,flat,naive,gpt-5-mini,3,lookup_join,aggregate,1,1,1,1,0,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti, selskap og rolle."
main,51,structured,advanced,gpt-4.1-mini,3,lookup_join,aggregate,0,0,0,0,0,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti, selskap og rolle."
main,51,structured,advanced,gpt-5-mini,3,lookup_join,aggregate,1,0.8996,1,0.9409000000000001,0,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti, selskap og rolle."
main,51,structured,naive,gpt-4.1-mini,3,lookup_join,aggregate,0,0,0,0,0,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti, selskap og rolle."
main,51,structured,naive,gpt-5-mini,3,lookup_join,aggregate,0.3333333333333333,0.23293333333333333,0.3333333333333333,0.27423333333333333,1,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti, selskap og rolle."
